,Adsorbent,D_H2(m^2/s),D_N2(m^2/s),P_H2(bar),P_N2(bar),q_H2(mol/kg),q_N2(mol/kg),Density(kg ads/m^3)
272,AXIGAR_clean,7e-08,1.08e-08,6,2,1.303033518,0.261566357,772.3554817
273,AXINAX_clean,9.03e-08,1.61e-08,6,2,7.64875467,1.878820304,424.6351335
274,AXINAX01_clean,1.95e-07,3.13e-08,6,2,4.686336483,0.841338431,401.9971702
275,AXINIF_clean,4.17e-08,6.7e-09,6,2,11.14924199,1.835306652,750.6532821
276,AXUBAW_manual,4.25e-08,1.35e-08,6,2,7.179977339,0.522291288,741.7750145
277,AXUBOL_clean,1.6e-08,3.78e-09,6,2,10.30665979,0.257431799,1051.112399
278,AXUHAD_clean,7.19e-08,1.49e-08,6,2,3.555432402,0.282440812,792.3950504
279,AXUHEH_clean,2.63e-08,5.93e-09,6,2,2.815584222,0.249815723,1064.511128
280,AXUHIL_clean,6.55e-09,2.73e-09,6,2,3.848929154,0.293202323,1229.840727
281,AYOQEM_clean,9.56e-08,1.29e-08,6,2,12.32951634,0.782772357,774.7710605
282,AYOXUJ_clean,2.5e-08,6.07e-09,6,2,2.484610632,0.090645356,1113.607825
283,AYUJIP_clean,1.87e-08,2.82e-09,6,2,7.05621295,0.314287091,1087.850762
284,AZAFIS_clean,6.29e-08,7.67e-09,6,2,4.203796989,0.481830893,1521.892247
285,AZAVOO_clean,1.7e-08,4.41e-09,6,2,8.757176051,3.777840671,1013.197052
286,AZAVUU_clean,3.2e-08,9.72e-09,6,2,7.666129736,3.109139456,1184.972679
287,AZAWAB_clean,5.85e-08,1.31e-08,6,2,8.380246083,2.884367903,1113.075057
288,AZEBUE_clean,5.88e-08,1.35e-08,6,2,5.709839472,0.42820105,1818.272519
289,AZILEC_clean,4.18e-09,1.7e-09,6,2,4.263105287,0.114635759,1225.839578
290,AZIVAI_clean,1.73e-07,4.03e-08,6,2,2.338279302,0.601210464,682.4049008
291,AZIXUD_clean,4.25e-08,6.43e-09,6,2,12.54064347,0.297636903,1104.710089
292,AZOHEC_clean,8.85e-09,2.36e-09,6,2,3.911950465,0.153400287,1481.0259
293,BABREE_clean,5.97e-08,2.93e-09,6,2,14.29681477,1.032750868,898.1183915
294,BACGAQ_clean,1.4e-08,3.4e-09,6,2,3.469790963,0.5537446,1166.220222
295,BAEDTA01_clean,2.29e-08,6.59e-09,6,2,1.765999111,0.034672638,2142.477354
296,BAFHAU_clean,1.16e-07,2.46e-08,6,2,0.759703508,0.162451832,858.5429218
297,BAKGIF_manual,5.4e-08,1.52e-08,6,2,1.422938247,0.313850841,1016.725633
298,BAKJEE_clean,7.27e-08,1.05e-08,6,2,10.53069282,1.186241129,918.9696586
299,BAKJII_clean,7.85e-08,9.2e-09,6,2,11.46437085,0.99755276,959.3316214
300,BAKJOO_clean,5.17e-08,1.09e-08,6,2,8.538467005,0.33400047,1004.887269
301,BAKYIY_clean,4.27e-08,1.77e-08,6,2,13.4627519,0.113755009,1038.44455
302,BAKYOE_clean,3.68e-08,1.57e-08,6,2,12.55306498,0.103802541,1030.97072
303,BAMKIM_clean,3.22e-08,7.41e-09,6,2,3.681783189,0.122223219,1107.631535
304,BAMKOS_clean,2.8e-08,7.13e-09,6,2,3.873213294,0.1321587,1113.334973
305,BAPDAA_clean,1.19e-07,3.68e-08,6,2,7.458818281,0.040946768,1381.426306
306,BARZUR_clean,3.43e-08,6.87e-09,6,2,3.105856576,0.681239744,925.7993593
307,BASJUB_clean,4.98e-08,1.68e-08,6,2,7.119673671,0.222238408,1030.203783
308,BAWROI_clean,1.04e-07,1.93e-08,6,2,4.011479217,0.4666182,629.9213482
309,BAXFIR01_clean,1.43e-08,3.87e-09,6,2,2.598848733,0.188946085,1304.906608
310,BAXFIR02_clean,1.7e-08,3.6e-09,6,2,2.739255097,0.196045636,1316.199713
311,BAXFUD_clean,1.74e-08,2.52e-09,6,2,2.30110795,0.170262383,1246.549841
312,BAXGAK_clean,1.54e-08,4.11e-09,6,2,2.646232746,0.185674193,1306.418621
313,BAXLOD_clean,1.83e-08,1.35e-08,6,2,1.485919701,0.010989281,1958.168334
314,BAXSIE_clean,7.79e-09,5.21e-09,6,2,7.039487285,0.041311338,1499.330572
315,BAZFUF_clean,1.81e-07,3.62e-08,6,2,5.331218348,0.899557589,340.0493766
316,BAZFUF01_clean,1.83e-07,3.36e-08,6,2,5.431108347,0.923746225,342.058792
317,BAZGAM_clean,6.82e-07,9.32e-08,6,2,4.570549458,1.448410719,126.5239599
318,BAZGEQ_clean,1.63e-07,2.8e-08,6,2,5.064928716,1.418866577,334.8898309
319,BAZJET_clean,1.18e-07,2.92e-08,6,2,2.562063515,0.464048553,621.2824394
320,BAZJIX_clean,1.13e-07,2.51e-08,6,2,2.406011992,0.467259868,770.4405092
321,BEDYEQ_clean,8.83e-08,1.6e-08,6,2,8.762534056,2.186471806,462.4401808
322,BEFLUV_clean,1.24e-08,1.43e-09,6,2,2.056580792,0.557210087,1567.736572
323,BEFMAC_clean,1.92e-08,2.51e-09,6,2,2.48176629,0.479063455,1517.063308
324,BEFPAF_clean,2.29e-08,5.08e-09,6,2,2.73691129,0.371523284,1532.119227
325,BEGDEY_clean,2.7e-08,3.57e-09,6,2,8.60876699,2.580263909,1171.907944
326,BEJZAS_clean,4.06e-08,8.56e-09,6,2,7.236079861,0.150163796,1355.800367
327,BELJIL_clean,3.05e-08,6.39e-09,6,2,2.854819898,0.052294734,1287.524861
328,BELTOD_clean,2.64e-08,7.05e-09,6,2,8.744786564,1.351632661,1034.264481
329,BELTUJ_clean,2.29e-08,5.59e-09,6,2,8.159075919,1.326987623,1085.647736
330,BENXUP_clean,2.28e-08,2.81e-09,6,2,6.451322329,0.18148584,1473.41755
331,BENZOL_clean,5.75e-08,1.55e-08,6,2,2.692641844,0.368420993,1150.382319
332,BENZUR_clean,6.42e-08,1.55e-08,6,2,2.384951384,0.314038741,1246.922167
333,BEPBAB_clean,6.98e-08,9.68e-09,6,2,2.252396913,1.950410507,1041.525963
334,BEPLUF_clean,6.77e-08,1.91e-08,6,2,1.740576237,0.079689169,882.3251731
335,BEPMAM_clean,6.15e-08,1.73e-08,6,2,1.735693079,0.076492404,894.0452655
336,BEPMIU_clean,5.16e-08,1.71e-08,6,2,1.914963224,0.047024057,1021.551028
337,BEPNIV_clean,6.22e-08,1.8e-08,6,2,1.69720807,0.076768998,893.4452948
338,BEPNOB_clean,6.21e-08,1.76e-08,6,2,1.678638006,0.073239717,890.3611856
339,BEPNUH_clean,6.96e-08,2.19e-08,6,2,1.328057882,0.060200029,1165.744228
340,BEPPAP_clean,5.39e-08,1.67e-08,6,2,1.881897109,0.044906437,1031.786157
341,BEPPIX_clean,5.69e-08,1.99e-08,6,2,1.681761092,0.066946371,990.4924164
342,BEPPOD_clean,6.09e-08,1.98e-08,6,2,1.706373946,0.069485298,960.7860784
343,BEPREV_clean,6.7e-08,1.41e-08,6,2,11.01451907,1.353350369,798.6956426
344,BEPREV01_clean,6.58e-08,1.29e-08,6,2,11.08432984,1.409369925,808.2079379
345,BEPREV02_clean,8.11e-08,1.58e-08,6,2,10.78151898,1.185370361,766.2735096
346,BEPREV03_clean,6.83e-08,1.34e-08,6,2,11.00439007,1.32240521,798.6956426
347,BEPRIZ_clean,3.97e-08,6.86e-09,6,2,9.22273502,0.718988199,764.3624731
348,BEPROF_clean,8.74e-08,1.61e-08,6,2,9.50996302,0.96027437,730.0293738
349,BEPVEZ_clean,3.47e-08,6.97e-09,6,2,0.873816189,0.222914002,1269.523703
350,BEPVID_clean,2.73e-08,5.91e-09,6,2,0.884377597,0.230262995,1305.615445
351,BEPVOJ_clean,2.2e-08,5.15e-09,6,2,0.887350353,0.210647075,1350.698352
352,BEPVOJ01_clean,2.5e-08,6.17e-09,6,2,0.89874236,0.223966203,1328.682623
353,BEPWEA_clean,2.97e-08,7.8e-09,6,2,8.874531633,0.009611903,1377.489813
354,BERQIA_clean,2.63e-08,2.61e-09,6,2,10.11838968,0.997510682,1147.313648
355,BETDAH_clean,6.21e-08,7.95e-09,6,2,9.810376634,1.443394458,1163.052241
356,BETFOX_clean,1.05e-08,2.95e-09,6,2,7.527263674,1.213882951,1362.287359
357,BETFUD_clean,5.91e-08,8.67e-09,6,2,9.908561336,1.41832599,1062.941158
358,BETGEO_clean,3.05e-08,1.28e-08,6,2,2.576791523,0.221671044,1317.66757
359,BETGIS_clean,1.58e-08,6.62e-09,6,2,2.415036894,0.139600628,1358.05587
360,BETGOY_clean,3.51e-08,1.66e-08,6,2,2.011953129,0.201636024,1281.356179
361,BETGUE_clean,1.21e-07,2.46e-08,6,2,1.736516215,0.417419664,735.2043755
362,BETHEP_clean,4.36e-08,1.71e-08,6,2,1.393777272,0.16970803,1550.253079
363,BETHIT_clean,1.3e-07,3.19e-08,6,2,1.446722656,0.342989346,819.5776333
364,BETZOR_clean,1.74e-08,2.75e-09,6,2,7.169308453,1.492251251,1067.311424
365,BEVWAB_clean,5.91e-08,1.16e-08,6,2,5.381285079,0.275755443,1135.977082
366,BEWCUD_clean,1.49e-07,3.55e-08,6,2,4.781082801,0.73505225,476.4894943
367,BEWVEG_clean,2.74e-08,3.55e-09,6,2,12.54171565,0.780887138,1107.367511
368,BEWVOQ_clean,9.66e-08,9.14e-09,6,2,23.60857215,2.351610033,717.5627181
369,BEWWEH_clean,1.48e-07,1.09e-08,6,2,23.8265256,1.818187815,713.9689432
370,BEXPAX_clean,9.35e-08,1.16e-08,6,2,16.10576374,2.499897173,749.005942
371,BEXQIF_clean,8.88e-08,2.11e-08,6,2,1.389869075,0.316460169,683.9507261
372,BEXQOL_clean,8.67e-08,2.2e-08,6,2,1.189868343,0.275547882,699.2256758
373,BEXQUR_clean,8.73e-08,2.08e-08,6,2,1.216968697,0.283120301,705.6557203
374,BEXRAY_clean,9.65e-08,2.13e-08,6,2,1.214746079,0.277463254,639.3775168
375,BEXREC_clean,9.57e-08,2.22e-08,6,2,1.259501436,0.287991373,665.3412848
376,BEXRIG_clean,9.67e-08,2.16e-08,6,2,1.275550206,0.29102554,672.2101734
377,BEXRUT_clean,5.1e-08,1.13e-08,6,2,6.357726587,0.082162796,1070.7423
378,BEXSAA_clean,6.09e-08,1.07e-08,6,2,6.011018276,0.119369035,992.7664912
379,BEXSEE_clean,5.09e-08,1.13e-08,6,2,6.218706054,0.090975468,1049.728322
380,BEXSII_clean,5.63e-08,9.11e-09,6,2,13.22631356,0.478024102,943.0208121
381,BEXTUV_clean,2.97e-08,5.97e-09,6,2,8.803754996,0.163867758,1305.276429
382,BEXVAD_clean,2.26e-08,3.97e-09,6,2,8.55278276,0.187471074,1375.136816
383,BEXVAD01_clean,2.2e-08,5.71e-09,6,2,8.994876034,0.152600719,1369.30764
384,BEXVEH_clean,1.06e-07,7.42e-09,6,2,14.42632725,1.20361973,782.8324871
385,BEXVIL_clean,1.36e-07,1.6e-08,6,2,11.57405683,0.543013014,885.187827
386,BEYSEF_clean,3.48e-08,9.23e-09,6,2,2.825523757,0.099758122,1179.770862
387,BIBBUL_clean,1.06e-08,2.02e-09,6,2,1.298256104,0.029969755,1320.420909
388,BIBXIV_clean,4.26e-08,1.41e-08,6,2,2.447151768,0.412989279,997.7043958
389,BIBXOB_clean,1.96e-07,4.34e-08,6,2,2.0189817,0.468058784,409.547988
390,BIBXUH_clean,6.33e-08,1.7e-08,6,2,2.466962413,0.391069097,739.7963835
391,BICPOT_clean,2.73e-08,7.41e-09,6,2,1.928317568,0.357388618,1592.872287
392,BICPUA_clean,1.45e-07,2.95e-08,6,2,5.196730821,0.759067287,543.8514725
393,BIDPOV_clean,9.7e-08,5.5e-09,6,2,9.276997196,2.283906862,619.2964393
394,BIFGOO_clean,5.41e-08,1.41e-08,6,2,1.02371034,0.05437504,1752.046919
395,BIFKEI_clean,5.39e-08,1.21e-08,6,2,3.944599782,0.426296449,1021.267788
396,BIHBEB_clean,1.67e-08,3.35e-09,6,2,9.330266775,2.245395566,724.2703383
397,BIJDUV_clean,4.62e-08,9.25e-09,6,2,3.328655352,0.387536752,896.6584646
398,BIJFAD_clean,4.78e-08,9.68e-09,6,2,3.822953338,0.437205642,855.9938962
399,BIMDEF_clean,4.23e-08,1.03e-08,6,2,8.907539195,0.283766339,1389.632641
400,BIMDIL_clean,3.56e-08,7.42e-09,6,2,8.047272543,0.414108412,1396.216027
401,BINCUY_manual,8.31e-08,1.68e-08,6,2,4.20617814,0.460737274,583.960897
402,BINDAF_manual,7.4e-08,1.61e-08,6,2,4.387486826,0.462976397,600.5901564
403,BINMIW_clean,2.09e-08,5.17e-09,6,2,6.351415909,0.905961855,1063.711777
404,BINROH_clean,8.16e-08,1.61e-08,6,2,7.376458899,1.557013474,503.8554408
405,BINRUN_clean,6.58e-08,1.45e-08,6,2,7.368536775,1.664123971,511.7504024
406,BINSAU_clean,9.85e-08,2e-08,6,2,6.63085019,1.399354262,471.5687046
407,BIPBAF_clean,1.11e-07,6.37e-09,6,2,14.80749933,1.245587812,781.7905817
408,BIPKIW_clean,2.19e-08,4.04e-10,6,2,6.830401434,2.748787574,1006.784582
409,BIPLIX_clean,3.97e-08,8.96e-09,6,2,6.746313657,0.293710607,1075.987435
410,BIPSUQ_clean,1.73e-07,1.72e-08,6,2,5.889665565,1.795239463,437.4869879
411,BIQHEQ_clean,9.63e-09,2.9e-09,6,2,3.100337262,0.559986972,1133.222916
412,BIQVII_clean,2.52e-08,7.11e-09,6,2,4.798896528,0.063791321,1622.40994
413,BIRGIU_clean,2.87e-08,6.97e-09,6,2,3.370592272,0.131453465,1369.280708
414,BIRMUM_clean,2.11e-08,3.19e-09,6,2,2.905763426,1.069346753,1262.0871
415,BIRSEC_clean,2.77e-08,5.65e-09,6,2,6.511362141,0.245231126,1337.974147
416,BIRSIG_clean,2.37e-08,5.04e-09,6,2,6.367993949,0.286087449,1378.594606
417,BIWSEG_ion_b,1.32e-06,2.02e-07,6,2,11.4030265,3.672193557,21.25223655
418,BIWSIK_ion_b,7.43e-08,1.93e-08,6,2,2.324143869,0.484035624,676.967788
419,BIWSOQ_clean,6.44e-08,1.53e-08,6,2,3.621582923,0.922598511,990.2743576
420,BIXYEO_clean,9.43e-09,9.56e-10,6,2,4.515268189,0.313457492,3338.609937
421,BIYTAG_clean,2.03e-08,1.01e-08,6,2,6.479748604,0.026709168,1337.368628
422,BIYTOU_clean,4.42e-08,5.32e-09,6,2,10.71664885,0.383745266,1021.047002
423,BIZMEE_clean,6.96e-08,1.49e-08,6,2,4.953887846,0.292871555,855.237709
424,BIZMII_clean,6.51e-08,1.48e-08,6,2,4.994355919,0.292005668,865.174625
425,BODPAN_clean,7.37e-08,2.3e-09,6,2,13.58935094,1.830396886,888.0774702
426,BOHJOZ_auto,1.57e-08,1.48e-09,6,2,11.03348523,0.111096505,1571.172711
427,BOHWOM_clean,4.11e-09,1.74e-09,6,2,14.8131943,2.184192891,1224.782576
428,BOHXIH_clean,9.54e-09,8.89e-10,6,2,11.15858034,0.327320407,1739.912319
429,BOKQEZ_clean,3.37e-08,5.7e-09,6,2,9.619361983,0.268818691,1329.568133
430,BOLPAU_clean,3.34e-08,4.88e-09,6,2,9.932807322,2.241839172,900.212509
431,BOLZIN_clean,5.67e-08,1.54e-08,6,2,8.02419229,1.368022355,466.9361546
432,BOMCOX_clean,3.44e-08,7.91e-09,6,2,5.706583971,0.283700744,1123.63349
433,BOPHEV_clean,1.41e-08,3.66e-09,6,2,7.253145912,0.856419121,1352.168794
434,BOPHIZ_clean,2.77e-08,6.57e-09,6,2,9.187217198,0.621851124,1236.17692
435,BORBEQ_clean,2.33e-08,2.92e-09,6,2,8.590058452,0.112167292,1102.621057
436,BOSHIC_clean,6.1e-08,5.45e-09,6,2,12.18643466,2.371856243,998.360229
437,BOVHEB_clean,3.94e-08,5.65e-09,6,2,4.897190941,0.907092827,1211.329878
438,BOWDIC_clean,2.56e-08,7.27e-09,6,2,8.481786933,0.280994389,1006.896467
439,BOWNUY_clean,1.12e-07,3.24e-08,6,2,1.762020246,0.42321887,770.2718457
440,BOWRAH_clean,3.12e-08,1.17e-08,6,2,3.583286426,0.215957797,2309.919451
441,BOWSOW_clean,1.52e-08,3.02e-09,6,2,4.13006073,3.937075693,1629.899879
442,BOWZUK_clean,6.29e-08,1.36e-08,6,2,1.539128278,0.323590488,894.0986403
443,BOXYIY_clean,9.84e-09,5.85e-09,6,2,7.120773329,0.029574629,1583.227389
444,BOYCEY_auto,1.02e-07,3.5e-09,6,2,8.702392662,2.28032238,613.9039428
445,BOYTEQ_clean,2.37e-08,1.02e-08,6,2,2.002935037,0.130571334,1270.080429
446,BOYYOF_clean,9.78e-08,1.5e-08,6,2,3.439329715,0.189935026,1141.995886
447,BOZFIH_clean,6.72e-08,1.21e-08,6,2,8.672014275,0.662609341,1055.470566
448,BOZFON_clean,3.01e-08,7.48e-09,6,2,4.122471252,0.347436726,1244.127511
449,BUBTUP_clean,2.55e-08,6.29e-09,6,2,3.332672427,0.255351416,1239.50537
450,BUCSAU_clean,8.83e-09,2.64e-09,6,2,5.462614775,0.597716397,1507.918257
451,BUCSEY_clean,9.47e-09,2.42e-09,6,2,5.391189215,0.479930918,1384.558657
452,BUCSIC01_clean,9.68e-09,2.29e-09,6,2,5.583736814,0.640215087,1506.149874
453,BUCVAY_clean,7.77e-09,1.44e-09,6,2,2.462608382,0.308090608,1220.997064
454,BUCWAZ_clean,8.77e-08,1.08e-08,6,2,10.44340069,0.587645284,986.569754
455,BUKMUQ01_clean,9.49e-08,1.71e-08,6,2,12.31217221,0.402657389,853.5790135
456,BUKRUW01_clean,7.41e-08,1.58e-08,6,2,6.390904512,0.340760336,946.3344455
457,BUKRUW02_clean,7.96e-08,1.8e-08,6,2,11.11711326,0.497313484,900.6125488
458,BUKRUW03_clean,7.86e-08,1.71e-08,6,2,3.818464196,0.308670704,827.8580198
459,BUKYAJ_clean,4.64e-09,1.56e-09,6,2,5.857625347,0.177983318,922.4223459
460,BUNKUS_clean,1.15e-07,1.68e-08,6,2,7.953153084,2.042992637,375.2866428
461,BUNLAZ_clean,1.25e-07,1.48e-08,6,2,8.917964892,2.865709686,330.7474772
462,BUPFEY_clean,1.63e-08,6.54e-09,6,2,0.852008327,0.18693602,1416.666036
463,BUPVEP_clean,4.33e-08,1.45e-09,6,2,10.13174096,0.233726624,1701.248106
464,BUQWER_clean,2.18e-08,5.71e-09,6,2,4.990929539,0.313091446,1263.211945
465,BURJOO_clean,1.5e-08,3.96e-09,6,2,2.762359593,0.14484824,1366.190433
466,BURQIQ_clean,3.97e-08,6.86e-09,6,2,7.12739307,0.926931904,998.614446
467,BUSNAF_clean,3.65e-08,8.26e-09,6,2,0.75975705,0.175397572,1235.946139
468,BUSQEM_clean,3.3e-08,5.09e-09,6,2,4.528708934,0.869719739,951.3133913
469,BUSQIQ_clean,6.47e-08,2.39e-08,6,2,5.025770775,0.100795384,1569.823786
470,BUSRUE_clean,4.13e-08,1.02e-08,6,2,6.362132551,0.222897706,1068.219186
471,BUVHEH_clean,2.92e-08,5.2e-09,6,2,10.8151059,0.886950204,1235.667566
472,BUVWOF02_clean,2.91e-08,7.49e-09,6,2,0.740640794,0.164480116,1228.694337
473,BUVWOF03_clean,1.9e-08,5.77e-09,6,2,1.00051427,0.177275991,1194.181777
474,BUVXOG_clean,2.72e-08,6.69e-09,6,2,0.746977309,0.163594531,1267.420025
475,BUVYEX_clean,1.93e-08,5.51e-09,6,2,1.023621383,0.182489562,1211.644838
476,BUVYIB_clean,7.43e-08,1.47e-08,6,2,3.037990612,0.677775343,702.0529434
477,BUVYIB01_clean,8.49e-08,1.86e-08,6,2,2.902987438,0.661299015,682.9750826
478,BUWMIR_clean,4.06e-08,8.1e-09,6,2,6.90518869,0.170442848,1173.764994
479,BUXNOZ_clean,1.16e-07,1.15e-08,6,2,9.366709694,0.778928014,804.6697719
480,c4ce00408f_c4ce00408f2_clean,4.58e-08,3.57e-09,6,2,10.90097891,0.68979284,1048.271668
481,c4dt03702b_c4dt03702b2_clean,1.43e-07,2.81e-08,6,2,2.84334226,0.449577098,592.3492057
482,c5cc04223b_c5cc04223b2_clean,9.72e-08,1.41e-08,6,2,6.202742206,0.691904449,522.4509344
483,c5cc09432a_c5cc09432a2_clean,2.01e-08,5e-09,6,2,6.651571977,0.298899739,1105.897678
484,c5cc10203k_c5cc10203k2_clean,1.28e-07,3.17e-08,6,2,2.354740196,0.537194425,496.9893333
485,c5ce00010f_c5ce00010f2_clean,1.51e-08,4.55e-09,6,2,2.100856264,0.084123817,1191.816522
486,c5ce00862j_c5ce00862j2_clean,2.42e-08,3.79e-09,6,2,4.615305917,0.559683151,1026.25297
487,c5ce00931f_c5ce00931f2_clean,3.16e-08,3.04e-10,6,2,7.37143058,1.611581572,1811.838677
488,c5ce02194d_c5ce02194d2_clean,4.41e-08,8.8e-09,6,2,4.892112527,0.489789035,952.0043213
489,c5cp03920g_c5cp03920g2_clean,7.38e-09,3.5e-09,6,2,12.66790511,0.248060418,1221.022045
490,c5dt03091a_c5dt03091a2_clean,8.69e-08,1.84e-08,6,2,4.958690992,0.389790408,840.9517122
491,c5dt04943a_c5dt04943a2_clean,1.06e-07,8.07e-09,6,2,12.67612861,1.72232707,759.2014341
492,c5gc02393a_c5gc02393a2_clean,2.14e-08,2.96e-09,6,2,6.734364453,1.324138506,1337.080372
493,c5nj02634b_c5nj02634b2_clean,5.73e-08,9.62e-09,6,2,7.415510866,0.448132518,972.4102989
494,c5nj03044g_c5nj03044g2_clean,1.74e-08,1.73e-09,6,2,5.827274304,0.932742615,1194.558055
495,c6cc00589f_c6cc00589f2_clean,6.46e-08,1.41e-08,6,2,1.34914138,0.298351723,944.0826526
496,c6cc00862c_c6cc00862c2_clean,3.58e-08,1.09e-08,6,2,3.083538001,0.48130264,932.7656101
497,c6cc02494g_c6cc02494g1_clean,4.78e-08,1.62e-08,6,2,5.215658386,0.087557369,1030.852791
498,c6cc02494g_c6cc02494g3_clean,4.36e-08,1.46e-08,6,2,5.816704381,0.103076245,1030.311035
499,c6cc02494g_c6cc02494g4_clean,4.19e-08,1.53e-08,6,2,5.80521657,0.102937812,1029.280225
500,c6cc02494g_c6cc02494g5_clean,3.99e-08,1.24e-08,6,2,6.188999012,0.118492781,1022.564202
501,c6cc02494g_c6cc02494g6_clean,4.76e-08,1.65e-08,6,2,5.203172623,0.087580097,1029.206807
502,c6ce00126b_c6ce00126b2_clean,3.48e-08,8.5e-09,6,2,5.328168859,0.64893251,1130.312445
503,c6ce00141f_c6ce00141f2_clean,3.71e-08,7.42e-09,6,2,8.523902213,1.391946285,705.2878733
504,c6ce00407e_c6ce00407e1_clean,1.09e-07,9.79e-09,6,2,8.966446166,1.398314864,595.5812116
505,c6ce00407e_c6ce00407e2_clean,8.35e-08,9.71e-09,6,2,9.712081454,0.93696856,699.9007882
506,c6ce00407e_c6ce00407e3_clean,5.98e-08,1.16e-09,6,2,13.78976078,2.387194877,918.2149318
507,c6ce00407e_c6ce00407e4_clean,1.33e-06,1.7e-07,6,2,5.807402647,1.858002642,63.65368012
508,c6ce00407e_c6ce00407e5_clean,1.56e-06,1.71e-07,6,2,6.23883258,2.041799611,56.92081347
509,c6ce00407e_c6ce00407e6_clean,2.08e-07,2.34e-08,6,2,5.561111484,1.376908413,244.0694006
510,c6ce00407e_c6ce00407e7_clean,3.33e-07,2.74e-08,6,2,4.780498888,2.396853241,207.4617899
511,c6ce00407e_c6ce00407e8_clean,6.21e-08,1.16e-08,6,2,14.57204432,1.536609328,850.2459108
512,c6ce00407e_c6ce00407e9_clean,2.15e-07,3.8e-08,6,2,3.977134442,0.813936698,313.3389871
513,c6dt03852b_c6dt03852b2_clean,1.66e-08,3.77e-09,6,2,11.90269038,2.20445167,737.9720949
514,c6dt04165e_c6dt04165e2_clean,5.2e-08,1.35e-08,6,2,3.193049476,0.067873752,1359.006838
515,c6ta00429f_c6ta00429f2_clean,3.19e-08,7.27e-09,6,2,8.219645549,1.280721429,722.4794164
516,c6ta07145g_c6ta07145g2_clean,1.15e-08,5.58e-09,6,2,5.242568643,0.081411408,1265.529535
517,CABJOH_clean,5.76e-08,1.35e-08,6,2,4.109820948,0.772314274,1061.777212
518,CACBUG_clean,1.32e-08,2.03e-09,6,2,4.152883484,0.118761389,1299.399918
519,CADPII_clean,5.9e-09,8.02e-09,6,2,1.689346842,0.015684275,2037.190403
520,CADQOP_clean,1.04e-07,2.04e-08,6,2,13.0668612,0.171553081,1096.746625
521,CADZIT_clean,9.8e-09,5.55e-10,6,2,3.529268706,0.070010207,1262.170967
522,CAGSAG_clean,1.77e-08,3.49e-09,6,2,10.92075069,1.301230721,961.7719837
523,CAGXIU_clean,4.59e-08,1.13e-08,6,2,4.075129644,0.098960738,1680.20547
524,CAHVAJ_clean,3.14e-08,1.13e-08,6,2,6.833106821,0.125803195,1778.086783
525,CAJQEL_clean,7.85e-08,4.48e-09,6,2,12.30173757,2.049527837,705.6587381
526,CAJQIP_clean,9.47e-08,4.14e-09,6,2,7.840165058,2.83255195,545.4026711
527,CANRIU_clean,3.14e-08,3.65e-09,6,2,11.01147946,2.770129643,861.5484363
528,CANROA_clean,3.16e-08,4.34e-09,6,2,9.800583286,2.383926985,944.3642808
529,CANRUG_clean,3.63e-08,7.01e-09,6,2,6.45676245,1.77163078,884.557931
530,CANYIB_clean,2.97e-08,6.82e-09,6,2,13.74344903,0.735840297,1071.723525
531,CASWIE_clean,6.97e-08,9.39e-09,6,2,2.524844107,4.281408143,1257.130035
532,CAVMIX_clean,2.78e-08,8.32e-09,6,2,7.244983253,0.642072556,943.0069773
533,CAVMOD_clean,3.52e-08,1e-08,6,2,3.500926955,0.251143477,959.4910814
534,CAVNOE_clean,3.03e-08,1.25e-08,6,2,9.147600227,0.039136356,1730.921588
535,CAVPEW_manual,1.33e-07,2.75e-08,6,2,4.744613988,0.624060588,402.6844685
536,CAVPIA_manual,1.27e-07,2.96e-08,6,2,4.71504025,0.603298696,416.1427687
537,CAVPUM_manual,1.33e-07,2.8e-08,6,2,5.130529521,0.664866767,407.468261
538,CAVRAU_clean,1.81e-08,2.74e-09,6,2,7.089753537,0.825428149,994.162937
539,CAVREY_clean,1.92e-08,3.42e-09,6,2,7.850556321,0.63133566,1026.72806
540,CAVVUS_clean,2.97e-08,8.21e-09,6,2,6.929962121,0.277867549,1106.921531
541,CAWDOU02_clean,4.86e-08,7.74e-09,6,2,3.603849767,0.629885211,905.1978773
542,CAWVIH_SL,2.34e-08,6.83e-09,6,2,4.280291219,0.130528085,1240.738588
543,CAXSUR_SL,1.16e-07,2.81e-08,6,2,3.717057112,0.217596668,618.7083294
544,CAXTAY_clean,1.03e-07,2.16e-08,6,2,3.351698991,0.130857161,724.2168592
545,CAXTEC_clean,9.4e-08,1.59e-08,6,2,3.445825814,0.210592546,837.1480548
546,CAXVII_clean,9.32e-08,3.15e-08,6,2,10.96129591,0.049971002,1123.984456
547,CAXVOO_clean,1.03e-07,3.09e-08,6,2,11.00557488,0.048884557,1120.749995
548,CAXVUU_clean,9.45e-08,3.21e-08,6,2,10.8006638,0.045505315,1147.177847
549,CAXWAB_clean,1.04e-07,3.07e-08,6,2,10.95914664,0.048617488,1145.062505
550,CAXWEF_clean,1.06e-07,3.41e-08,6,2,11.07532717,0.048764648,1144.508643
551,CAXWIJ_clean,9.91e-08,3.17e-08,6,2,11.21137075,0.049113473,1143.005848
552,CAXXEG_clean,2e-08,4.29e-09,6,2,7.200751468,0.16195231,1213.181305
553,CAXZOS_clean,4.95e-08,1.45e-08,6,2,6.099265513,0.303102499,933.7732335
554,CAXZUY_clean,4.42e-08,1.04e-08,6,2,6.155474415,0.299355897,950.9688858
