,Adsorbent,D_H2(m^2/s),D_N2(m^2/s),P_H2(bar),P_N2(bar),q_H2(mol/kg),q_N2(mol/kg),Density(kg ads/m^3),a_H2(mol/(mm^2 bar s)),a_N2(mol/(mm^2 bar s)),P_H2(Barrer),P_N2(Barrer),Pu_ret_0.7,Pu_perm_0.7
112,ALIXAU_clean_h,1.86e-08,8.95e-10,6,2,3.700247032,0.293250636,1432.607161,2.1910801634783744e-09,2.5066740012383794e-11,483326.50664964144,5529.42794390819,0.6890151422380106,0.9952914987632127
113,ALIXOJ_clean,3.88e-08,6.14e-09,6,2,12.81008764,0.778783143,979.8315751,1.0822379110209898e-08,3.123525710610329e-10,2387289.5096051246,68901.30243993372,0.1999626225220864,0.9722348036054771
114,ALIXUP_clean,1.43e-08,2.03e-09,6,2,6.941982338,0.110938949,1338.646285,2.9530640400528936e-09,2.0098084282635233e-11,651411.1853057854,4433.4009446989485,0.6617743259543722,0.9970233678796138
115,ALOLES_ion_b,1.08e-08,1.67e-09,6,2,2.511194335,0.007160304,2208.182101,1.3308418518431037e-09,1.7603197378644156e-12,293568.0555536258,388.3058245289152,0.7151670189770462,0.9994846811145891
116,ALOLIY_clean,5.81e-08,1.99e-08,6,2,5.061942965,0.015352969,1191.684795,7.788292688671608e-09,2.4272560289105765e-11,1718005.740148149,5354.241240243919,0.3987230518435735,0.9978283718082178
117,ALONEV_clean,2.61e-08,5.51e-09,6,2,2.642008808,0.05102269,1491.548731,2.285597233220669e-09,2.7955105676973484e-11,504175.86026926525,6166.567428744151,0.6859216513409228,0.9949338016751593
118,ALUJIB_clean,4.46e-08,1.05e-08,6,2,7.547307582,0.272568064,1432.399275,1.071466228280406e-08,2.732984080832275e-10,2363528.4447361897,60286.413547770775,0.20626475938457628,0.9756541818087902
119,ALUKIC_clean,1.37e-07,2.99e-08,6,2,6.745728809,0.663516623,566.9142251,1.1642715511266454e-08,7.498063109235678e-10,2568246.0686617177,165398.4509390223,0.1527529203119806,0.9352676605056235
120,ALULEZ_clean,1.48e-07,1.85e-08,6,2,4.957663238,1.095595022,425.9413841,6.945060963140452e-09,5.755464207699582e-10,1531998.7418692173,126958.76928749078,0.4717945611343131,0.9520823055885418
121,ALULID_clean,6.47e-08,8.95e-09,6,2,7.446806292,0.605789844,929.5431522,9.95248151785343e-09,3.359876546936288e-10,2195400.3348206095,74114.92382947695,0.2529693714782565,0.9709501453864983
122,ALURAB_clean,2.17e-08,6.95e-09,6,2,5.133480985,0.12224676,1051.80411,2.603718574450394e-09,5.957523533234508e-11,574349.685540528,13141.596029193766,0.6758174894129755,0.9903675104965404
123,ALUREF_clean,2.25e-08,6.64e-09,6,2,5.146550037,0.122980007,1054.132453,2.7125727074950255e-09,5.738607448136521e-11,598361.6266533145,12658.692900301148,0.6718364929640352,0.9910102431526074
124,ALURIJ_clean,2.01e-08,6.3e-09,6,2,5.23786344,0.120001915,1077.514111,2.5209293897473144e-09,5.430757783899948e-11,556087.365385437,11979.612758602827,0.6785882579899077,0.9909779325824515
125,am301365h_si_002_clean,1.22e-08,7.36e-09,6,2,1.219822673,0.293371599,907.0711787,2.9997522390217236e-10,1.3057077777806456e-10,66171.00527253802,28802.377451043652,0.7459902292710647,0.8683584948284168
126,AMAFOK_clean,3.97e-08,6.43e-09,6,2,4.704547361,0.11246669,1492.475702,6.194455071565972e-09,7.195332983754839e-11,1366423.9128454349,15872.058052400378,0.5044845052503717,0.9932476891472813
127,AMAGAX_clean,4.93e-08,8.82e-09,6,2,4.997457703,0.107662555,1459.147628,7.988822392906333e-09,9.237219031056969e-11,1762240.233729338,20376.21845086096,0.386343729833037,0.9918485598591702
128,AMILOY_clean,4.24e-08,8.17e-09,6,2,5.287426584,0.425542676,1007.506389,5.01932713656298e-09,2.3351873352825486e-10,1107204.5154183044,51511.485337115046,0.5764566280356881,0.9766502213167976
129,AMILUE_clean,4.34e-08,1.05e-08,6,2,4.604252597,0.414653133,982.4070303,4.362423449616239e-09,2.8515070709658463e-10,962299.2903565234,62900.89127130543,0.6108077612935026,0.9694890191126773
130,AMIMAL_clean,3.93e-08,9.47e-09,6,2,4.665489335,0.413279838,988.9688002,4.02958042724994e-09,2.5803910644028245e-10,888878.0354227808,56920.39112653289,0.6251679355171881,0.9708618298517719
131,AMIMEP_clean,3.76e-08,7.21e-09,6,2,4.510018056,0.401399795,986.0237144,3.7157028180025748e-09,1.9024292388736017e-10,819640.3275005679,41965.35085750592,0.6366164011574053,0.9770317495189096
132,AMIXEA_clean,1.14e-08,1.95e-09,6,2,4.381798974,0.168378362,2317.471908,2.572522993949549e-09,5.0727576100507115e-11,567468.3074888712,11189.906492758922,0.6766574413907533,0.9916995809390562
133,AMIZIG_clean,2.74e-08,7.06e-09,6,2,3.665936781,0.036885948,1403.99706,3.1339294728256503e-09,2.4374773572268597e-11,691307.9719468346,5376.788288000425,0.6549688895954577,0.9965520963141916
134,AMOYOR_clean,3.4e-08,3.44e-09,6,2,3.08618459,0.488095958,1169.744666,2.7275917938465e-09,1.3093732621208739e-10,601674.6604073162,28883.23372325457,0.6735479707759655,0.9799601767121983
135,AMUFOF_clean,2.35e-08,6.04e-09,6,2,6.468030191,0.146857877,1344.609711,4.541754240837888e-09,7.951318842722022e-11,1001857.5531260046,17539.673917769167,0.5953458292178497,0.9913431934477612
136,AMUPOP_clean,1.43e-08,5.02e-09,6,2,2.972157235,0.318501876,1302.870352,1.2305421836529398e-09,1.3887550596732248e-10,271443.128746972,30634.30278690937,0.7217964284217796,0.9589192360463805
137,AMUWUB_clean,8.19e-08,1.56e-08,6,2,3.836643408,0.128014488,914.1439033,6.3831844086179895e-09,1.217046102888419e-10,1408055.3842539683,26846.605210773945,0.49441291512829916,0.988797057632805
138,AMUXAI_clean,4.97e-08,1.17e-08,6,2,3.456441894,0.083463143,1024.412487,3.9106414482030114e-09,6.669053499690399e-11,862641.4959271349,14711.147425787645,0.6241427217399732,0.9920073654074625
139,ANEHEI_clean,1.97e-08,5.97e-09,6,2,4.437019644,0.212169069,1240.026408,2.4086627592907283e-09,1.047119089112681e-10,531322.6674906019,23098.215201015024,0.6840124736296047,0.9822071786680338
140,ANIDIL_clean,6.85e-09,2.5e-09,6,2,3.428764409,0.063608326,1499.799669,7.827966471339041e-10,1.5899957713407353e-11,172675.73098542003,3507.3436132516217,0.7307981054984118,0.9924502586579044
141,ANOMOG_clean,8.34e-08,5.95e-09,6,2,11.79354737,1.606207784,784.5542734,1.714829653716477e-08,4.99862348425866e-10,3782712.4714334053,110263.75332923513,0.054975727156925565,0.9465415300264147
142,ANOMUM_clean,8.44e-08,8.43e-09,6,2,12.56257094,1.215401099,833.7244247,1.9644047915267885e-08,5.694799851084598e-10,4333245.863662033,125620.58495039554,0.04981478994112659,0.9362896895392829
143,ANONAT_manual,9.95e-08,1.12e-08,6,2,11.52883947,1.044945177,800.8178251,2.041408366564661e-08,6.248186739154263e-10,4503106.690951458,137827.64865781463,0.049036855917851306,0.9296366262395457
144,ANUGEW_clean,1.38e-07,2.75e-08,6,2,7.134778471,0.829315965,443.4651423,9.703011686424373e-09,6.742499911223759e-10,2140370.224946553,148731.6156887594,0.27106473112851753,0.9447970006863331
145,ANUGIA_clean,1.03e-07,1.19e-08,6,2,9.764115324,1.469221972,567.9679041,1.2693500532093028e-08,6.620135997816438e-10,2800036.8820793447,146032.4117165391,0.11279868237832752,0.9398368810030402
146,ANUGOG_clean,1.22e-07,1.97e-08,6,2,10.31442327,1.297558303,584.6651773,1.6349312475733762e-08,9.963434639351645e-10,3606465.987294212,219781.6464562863,0.05453565293895708,0.9014222554506364
147,APACAX_clean,2.21e-08,1.89e-09,6,2,16.42305423,2.130281741,1007.31493,8.124543303509739e-09,2.703789399547774e-10,1792178.6698918543,59642.413225318545,0.3805554321596383,0.976844756638186
148,APARAM_clean,1.82e-08,4.12e-09,6,2,2.485092374,0.260082507,965.4490386,9.703552619611325e-10,6.896781294133938e-11,214048.95484436746,15213.488148824863,0.7271488033861487,0.9739635810561644
149,APEBED_clean,3.42e-09,7.02e-10,6,2,5.712153872,0.652007345,1652.041785,7.171904827959093e-10,5.0410310093531427e-11,158203.78296968588,11119.921344161343,0.733435624285203,0.97463175856688
150,APEBEE_clean,3.36e-08,8.44e-09,6,2,4.790700625,1.336620432,1310.394503,4.687355130840604e-09,9.855107041910672e-10,1033975.3965089568,217392.06710097071,0.6190705070076621,0.910924083572353
151,APEBII_clean,1.92e-08,7.73e-10,6,2,12.94969035,1.994579134,1223.418792,6.759634997235651e-09,1.2575192831182324e-10,1491095.95527257,27739.395951137478,0.4705701623380713,0.9886313014692485
152,APEBUU_clean,1.88e-08,3.67e-09,6,2,2.814210199,0.274680976,1495.794767,1.758627571363598e-09,1.0052530433583849e-10,387932.552506676,22174.699485846726,0.7051068900314074,0.9778157891020691
153,APUPEH_clean,2.42e-07,2.16e-08,6,2,5.504387152,2.003179413,298.2127336,8.827505736278546e-09,8.602179964444416e-10,1947243.912414385,189753.96980392095,0.3387360111430131,0.9325182837944452
154,AQEGUY_clean,7.55e-09,9.49e-10,6,2,8.410440998,1.083702482,1463.54368,2.0651846811822275e-09,1.0034383844575413e-10,455555.4443784325,22134.67024538694,0.6953765338294964,0.980648527928273
155,AQEQES_clean,8.39e-08,7.14e-09,6,2,12.98577955,0.379435877,1075.87422,2.6048275350871207e-08,1.9431523242671807e-10,5745943.092103942,42863.65421177604,0.049303634985116106,0.9751760897498308
156,AQEQIW_clean,5.5e-08,1.18e-08,6,2,12.98967432,0.163029632,1100.636783,1.747400521262307e-08,1.4115664229588103e-10,3854559.973372736,31137.494624091403,0.056292026857097874,0.9840963442093119
157,AQERUL_clean,7.15e-09,1.17e-09,6,2,4.904942554,1.47302951,1647.875465,1.2842567026131763e-09,1.8933479672249784e-10,283291.919694083,41765.02868878629,0.7216398944550032,0.9471382590052495
158,AQIQAU_clean,1.18e-07,2.42e-08,6,2,4.855856564,0.423272664,861.7040968,1.0972194586028724e-08,5.8844040566003e-10,2420337.0410357476,129803.03066030073,0.18946016267498697,0.9493771353587676
159,AQIXUU_clean,2.63e-08,1.59e-09,6,2,3.81884808,0.127707318,2316.181738,5.1694965470073144e-09,3.1354095922619224e-11,1140330.1206633782,6916.344688813065,0.5617458869117657,0.9967901928236265
160,AQIXUV_clean,4.6e-08,1.29e-08,6,2,2.872300728,0.09247211,934.48878,2.743780198726317e-09,7.43161683618162e-11,605245.6320719818,16393.272432753573,0.6712218121262432,0.9885119605237154
161,AQOLEZ_clean,1.44e-07,2.91e-08,6,2,2.565634078,0.50765492,777.2246027,6.381036566230818e-09,7.654500734010586e-10,1407581.5954920924,168849.28089729237,0.5153756830141848,0.9368427891465261
162,AQOLID_clean,1.03e-07,2.51e-08,6,2,2.059273539,0.41016417,1159.738409,5.466367058555842e-09,7.9597645752064e-10,1205816.26291673,175583.04210014117,0.5715687696771896,0.9308609465144416
163,AQOLOJ_clean,8.29e-08,2.45e-08,6,2,4.516465292,0.928023047,918.546406,7.642611722942651e-09,1.3923059830281314e-09,1685870.2330020554,307126.31978561723,0.44510342619013,0.8992330711974029
164,AQOLUP_clean,1.08e-07,3.95e-08,6,2,2.518291733,0.488963218,788.2713495,4.76423333473585e-09,1.0149806653663032e-09,1050933.8238387902,223892.79383080217,0.6163118063198203,0.9094723714611107
165,AQOMAW_clean,8.79e-08,1.85e-08,6,2,2.819605416,0.330550163,1144.781738,6.3050333804039274e-09,4.667029411175654e-10,1390816.1868538074,102949.17818769824,0.5103430474585265,0.9593735733643745
166,AQOMEA_clean,1.06e-07,2.64e-08,6,2,2.351226837,0.4631008,749.2935296,4.149921330935851e-09,6.107172420669473e-10,915423.8230005553,134717.03869123838,0.6315044346682626,0.9368217793332013
167,AQOMEA01_clean,1.14e-07,3.21e-08,6,2,2.448956639,0.471590685,766.9074618,4.7579119041868305e-09,7.73966128617609e-10,1049539.390629448,170727.82248917848,0.6082757042506557,0.9279531902761725
168,AQOSEG_clean,1.23e-08,5.16e-09,6,2,1.528656788,0.317787936,1013.239578,4.233647860665211e-10,1.1076638807314909e-10,93389.29104408555,24433.76207495936,0.7424790635693732,0.9147876791494058
169,AQUCOF_clean,4.69e-08,1.04e-08,6,2,4.335747803,0.189976383,1042.179795,4.709415303999002e-09,1.3727275320358185e-10,1038841.6111762505,30280.754383143056,0.5890274962293094,0.9855293182917024
170,AQUCOG_clean,1.09e-07,3.65e-08,6,2,10.84053545,0.04206286,1199.710229,3.150221418055624e-08,1.2279389228062104e-10,6949017.833946229,27086.888003078173,0.04944120415778866,0.9835033653027911
171,AQUCUM_clean,1.18e-07,3.63e-08,6,2,10.96947519,0.043119626,1198.801437,3.4482805983713915e-08,1.2509432446032021e-10,7606501.319936893,27594.33627801181,0.04939195072478097,0.982943040573716
172,AQUDAS_clean,4.89e-08,1.15e-08,6,2,4.26917281,0.197750456,1039.573489,4.822755842249391e-09,1.576083674797001e-10,1063843.200496189,34766.55164993385,0.58401322243397,0.9836675925294318
173,AQUDAT_clean,6.65e-09,2.55e-10,6,2,1.856056473,0.366414456,1655.977258,4.5420790230808323e-10,1.031515810435351e-11,100192.91962678307,2275.4025230191564,0.7391742580836256,0.9917435140335423
174,AQUDEX_clean,8.15e-09,2.9e-10,6,2,1.852292768,0.3471452,1647.920491,5.528292076200939e-10,1.1059975309691003e-11,121947.61932796189,2439.7004359612506,0.7366817147614232,0.9926714155607823
175,AQUDIB_clean,9.81e-08,3.21e-08,6,2,10.74814377,0.040952587,1199.43492,2.8103903739162213e-08,1.051167206319754e-10,6199390.530697547,23187.51190411222,0.04958366343765239,0.9861613437109187
176,AQUDOH_clean,6.56e-09,3.04e-10,6,2,1.808201833,0.309903438,1635.221222,4.310371927118823e-10,1.027034975272412e-11,95081.73368644463,2265.518327806791,0.7397575987149568,0.9913547458322236
177,ARADEE_clean,1.19e-07,1.71e-08,6,2,9.590330717,0.378405043,1181.75609,2.9970630574700657e-08,5.097880090192366e-10,6611168.509125145,112453.23728365515,0.04781480459920431,0.9357181484865567
178,ARAFEF_clean,1.24e-07,2.87e-08,6,2,2.058019407,0.448199716,837.7299204,4.750755329265842e-09,7.183998644072734e-10,1047960.7343968769,158470.55832513384,0.6067177744512335,0.9324072750512286
179,ARAFIJ_clean,9.09e-08,2.28e-08,6,2,2.193974637,0.458442349,945.3266505,4.18952584365187e-09,6.587342107458334e-10,924160.1125702655,145309.01707628678,0.6313269763873829,0.9328465211056539
180,ARAFOP_clean,7.27e-08,1.49e-08,6,2,2.065468973,0.415592143,1168.781728,3.90008422544655e-09,4.824982596851714e-10,860312.6967896802,106433.43963643486,0.6382772803743402,0.9468576431024416
181,ARAGOR_clean,4.88e-08,8.61e-09,6,2,8.399860516,0.359591484,1156.263713,1.0532616683442626e-08,2.3865920347603357e-10,2323371.327229991,52645.41253147799,0.21694219310339563,0.9787498424455688
182,ARINOF_clean,1.72e-08,2.76e-09,6,2,1.661748751,0.265102507,1160.861549,7.373296875803646e-10,5.6625504473243805e-11,162646.25461331574,12490.920104392015,0.7330682044126836,0.9723386246295787
183,ARINUL_clean,9.53e-09,1.75e-09,6,2,1.381312573,0.25868404,1125.444481,3.2922774512517295e-10,3.3965694599758046e-11,72623.76730702345,7492.432632299569,0.742897042643311,0.9641511786867262
184,AROFAP_clean,2.2e-08,5.44e-09,6,2,8.212997415,0.3175528,1169.967667,4.697704696522239e-09,1.3474028043968852e-10,1036258.3889387293,29722.120685225407,0.5895256493467864,0.9857693298471273
185,AROFET_clean,6.15e-08,1.02e-08,6,2,8.491979124,0.435176834,856.1619074,9.93636236068659e-09,2.533556432125386e-10,2191844.638386748,55887.27423805999,0.25384937806721924,0.977836670995264
186,ARUYES_clean,4.32e-08,1.11e-08,6,2,7.627876381,0.273536192,1478.558687,1.0827132371030086e-08,2.9928509153897e-10,2388338.0230213427,66018.77019241985,0.19977969463907924,0.9733438784842112
187,ARUYOB_clean,4.33e-09,1.23e-09,6,2,4.042441353,0.443866843,1724.674103,6.708511255426356e-10,6.27731032428023e-11,147981.86592852254,13847.008068265211,0.7349672680353201,0.966702726266098
188,ARUYUH_clean,1.09e-08,2.07e-09,6,2,3.998761228,0.184783065,1679.576377,1.6268189192078709e-09,4.282930337642447e-11,358857.114531148,9447.640450681869,0.7075131396059011,0.989684711249192
189,ARUYUH01_clean,1.43e-08,3.65e-09,6,2,4.442240584,0.257304767,1675.362821,2.365018120980095e-09,1.0489585113914782e-10,521695.1737456092,23138.790692459075,0.6855144909391809,0.9819135698638985
190,ASACON_clean,3.52e-08,5.04e-09,6,2,6.676152394,0.143228896,1778.473748,9.287607429272167e-09,8.558888738098348e-11,2048736.932927684,18879.901628158117,0.29599279191194827,0.9924124588716217
191,ASADAA_clean,3.78e-08,8.18e-09,6,2,5.921760787,0.094712725,1520.992397,7.565840632458978e-09,7.855926648170413e-11,1668935.433630657,17329.249959199442,0.4153185836869686,0.9930088152203901
192,ASANAL_clean,2.59e-08,7.14e-09,6,2,3.491870873,0.201471727,1201.423436,2.4145795891061484e-09,1.1521715874637633e-10,532627.850538121,25415.549723465367,0.6841237629299873,0.9805170215228158
193,ASEJOZ_clean,1.69e-08,3.52e-09,6,2,3.237504251,0.236983344,1756.54858,2.1357219125058313e-09,9.768534016544782e-11,471115.1277586393,21548.236801201725,0.6929905865193289,0.9816616288350706
194,ASEJOZ01_clean,2.01e-08,3.69e-09,6,2,3.219896995,0.225710583,1748.651837,2.5149471952150296e-09,9.709354949594956e-11,554767.7636503743,21417.694741753578,0.6800925234193781,0.984026141838499
195,ASEKAM_clean,2.14e-08,5.03e-09,6,2,5.830970822,0.099784573,1726.62276,4.787839564245505e-09,5.7774685575904534e-11,1056141.080348273,12744.415935861294,0.5824312798015702,0.9938701483605774
196,ASINAT_clean,7.43e-08,1.41e-08,6,2,4.809187626,0.68595654,727.4308148,5.776166657927316e-09,4.690467693210135e-10,1274154.4098369079,103466.19911492945,0.5425541402644852,0.9578676607633224
197,ASINEX_clean,8.92e-08,1.55e-08,6,2,4.443043905,0.643008499,659.9885404,5.812585313600683e-09,4.3852418207713175e-10,1282187.93682368,96733.27545819084,0.5393870834327819,0.9604976819374226
198,ASINIB_clean,9.08e-08,1.68e-08,6,2,4.434547249,0.662971214,666.054679,5.959811239009489e-09,4.945640886222516e-10,1314664.243899152,109095.01954902608,0.5325140443732851,0.9563035083332512
199,ASIQEA_clean,4.98e-08,1.28e-08,6,2,3.788422405,0.239103738,902.5467531,3.783946030711142e-09,1.841512980360304e-10,834693.9773627518,40621.60986088906,0.633500642988385,0.9780060048475618
200,ASIQIE_clean,4.97e-08,1.38e-08,6,2,3.81682422,0.243701536,893.5609457,3.7667796324847806e-09,2.003412009785664e-10,830907.2718716428,44192.91198056612,0.6347659534760874,0.9760831011849267
201,ASIVAB_clean,8.89e-08,1.69e-08,6,2,8.59962903,1.020679097,538.2384909,9.144157892001888e-09,6.189554885983655e-10,2017093.6526474752,136534.2989555218,0.31150305567762476,0.9494778550291771
202,ASIVEF_clean,2.69e-08,6.33e-09,6,2,12.22172907,2.239698705,623.2559517,4.5534319733589046e-09,5.890721412163459e-10,1004433.5235350525,129942.384091841,0.6119619930558843,0.9419588997455662
203,ASOHUL_clean,8.68e-08,1.71e-08,6,2,13.42398,0.181076362,1039.019596,2.6903714541864197e-08,2.1448175287904434e-10,5934642.913646514,47312.151370377425,0.04917613544854619,0.9724654735703053
204,ASOSUY_clean,2.89e-08,5.65e-09,6,2,12.81143471,4.978036244,897.3230846,7.3829841697893264e-09,1.6825349088732825e-09,1628599.4492182336,371147.40636910644,0.47455867237618204,0.8829176259902537
205,ASOVEL_clean,5.01e-08,9.87e-09,6,2,2.841105438,0.523509237,1033.773129,3.2699250837523288e-09,3.5610287655198126e-10,721307.003768896,78552.10512176057,0.6601486756819175,0.9547543897372174
206,ASOYOY_clean,5e-08,1.06e-08,6,2,3.085330213,0.497082932,828.6644505,2.840781628407437e-09,2.910865679870876e-10,626643.0062663463,64210.27235009286,0.6743510481756738,0.9584732057469687
207,ASUKEE_clean,1.93e-08,1.5e-09,6,2,2.017941379,0.317244104,1185.951556,1.0264086191999429e-09,3.762361387706259e-11,226413.6659999874,8299.326590528512,0.724772576712215,0.9862784672922535
208,ASUKEE01_clean,1.97e-08,1.41e-09,6,2,2.017886291,0.308201909,1188.814435,1.0501817625179866e-09,3.4441118561493106e-11,231657.7417319088,7597.305565035244,0.7240292869478486,0.9876791317929177
209,ASUWUI_clean,2.66e-08,4.99e-09,6,2,4.540842084,0.638428233,1150.888489,3.089148371929046e-09,2.444300616678284e-10,681429.7879255249,53918.395956138615,0.6636181863109137,0.9668377973897782
210,ATAFIK_clean,7.64e-08,2.6e-09,6,2,12.85274488,0.848354682,1215.198061,2.6516964048270244e-08,1.786926205318231e-10,5849330.3047654955,39417.48982319627,0.049339489541306576,0.9770239685503797
211,ATAYAX_clean,6.06e-08,5.34e-09,6,2,12.33138501,1.909961149,781.9066707,1.2984549493695835e-08,5.316544452924135e-10,2864238.858903493,117276.71587332651,0.10616868287106035,0.9503645371301706
212,ATAYEB_clean,7.81e-08,7.81e-09,6,2,12.66413228,1.811233138,825.8796793,1.815226147600218e-08,7.788447748662318e-10,4004175.325588716,171803.99445578642,0.05078338139721357,0.9174883888276334
213,ATEYED_clean,1.53e-07,3.26e-08,6,2,2.139912035,0.504071903,467.8070009,3.4036238263627646e-09,5.124901803253717e-10,750799.3734623746,113049.30448353787,0.6598567075550041,0.938734592967731
214,ATEYUV_clean,1.08e-07,2.2e-08,6,2,8.025560069,0.871698643,751.1257515,1.4467691611286443e-08,9.603077708471944e-10,3191402.5613131863,211832.59651041054,0.06977859206671641,0.9099796778743752
215,ATEZAC_clean,1.14e-07,2.32e-08,6,2,6.484369841,0.788350982,687.6261035,1.1295682317463353e-08,8.38433637565264e-10,2491694.62885221,184948.59652174942,0.16897682590701896,0.9293590305899612
216,ATEZEG_clean,9.95e-08,2.18e-08,6,2,8.177831869,0.991888331,775.5628149,1.4023800427955702e-08,1.1180082128025827e-09,3093485.38851964,246619.45870645207,0.07388735709919675,0.898605598007675
217,ATEZIK_clean,1.09e-07,2.24e-08,6,2,7.187789534,0.863653116,744.2867345,1.29583472812938e-08,9.599229657895954e-10,2858458.9591089264,211747.7130418225,0.09969815034984272,0.9149095744870731
218,ATIBAG_clean,8.56e-09,2.09e-09,6,2,4.443049644,0.018274476,1648.287612,1.393077928150337e-09,4.19694187531839e-12,307296.6017978685,925.7960019084683,0.71341572282334,0.9988223526114669
219,ATIBOU_clean,9.75e-09,1.74e-09,6,2,4.63355447,0.020490725,1662.690144,1.6692358256071645e-09,3.952088274106071e-12,368213.7850604039,871.7841781116333,0.7051145686434771,0.9990560564679849
220,ATIBOU01_clean,1.2e-08,1.7e-09,6,2,5.197484522,0.022403598,1592.724748,2.2075099268096937e-09,4.044046697602242e-12,486950.7191491971,892.0691244710828,0.6878429094105601,0.9992402955600689
221,ATIBOU02_clean,1.09e-08,1.78e-09,6,2,5.25027213,0.022384437,1589.304074,2.0211697745647213e-09,4.221646994304499e-12,445846.2738010415,931.2456605083454,0.6939999104969234,0.9991457445659706
222,ATIBUA_clean,7.55e-09,1.45e-09,6,2,4.318703371,0.014895814,1675.809756,1.2142623462235276e-09,2.413046541060267e-12,267851.98813754285,532.2896781750588,0.7185437008713594,0.9992322609370118
223,ATICAH_clean,1.35e-08,1.93e-09,6,2,5.122029857,0.020158607,1595.15901,2.4511356227647687e-09,4.137428954616081e-12,540691.6814922284,912.6681517535472,0.6795158954441385,0.9992870612644701
224,ATICEL_clean,1.05e-08,1.75e-09,6,2,5.076215131,0.017436197,1609.945308,1.9069000375954793e-09,3.2749877474432626e-12,420639.7141754734,722.4237678183667,0.6976537055728401,0.9993032318884931
225,ATIJUJ_manual,1.04e-07,3.02e-08,6,2,0.813147077,0.129397668,753.3903252,1.4158262809055953e-09,1.9627372836494518e-10,312314.62078799895,43295.67537462026,0.7180530704052932,0.9496903621807539
226,ATIXUX_clean,2.44e-08,5.68e-10,6,2,7.421660956,1.69005531,1550.481254,6.239430376312222e-09,9.922577835885296e-11,1376344.9359512255,21888.039343864624,0.5025993542295192,0.9907578176653963
